,name,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365
19522,Modern Whimsical Room,Rachel,Brooklyn,Crown Heights,40.67433,-73.9248,Private room,54,4,11,2019-05-16,3,0
19523,Amazing Central Park view,Andreias,Manhattan,Upper West Side,40.79751,-73.96168,Private room,123,3,176,2019-06-21,3,253
19524,nice room in bedstuy L,Randy,Brooklyn,Bedford-Stuyvesant,40.6839,-73.95042,Private room,55,1,126,2019-06-19,15,343
19525,"Big, Bright Studio Blocks from Park and Subway",Jennifer,Brooklyn,Prospect-Lefferts Gardens,40.66021,-73.96001,Entire home/apt,100,2,7,2018-08-26,1,0
19526,"Hosting single travelers, Weekends",Alexander,Queens,Astoria,40.76352,-73.91353000000001,Private room,50,2,1,2015-11-03,1,0
19527,Spacious 1 Bedroom at Central Park,Sawyer,Manhattan,Upper West Side,40.78152,-73.97249000000001,Entire home/apt,249,2,18,2018-11-04,1,0
19528,Bohemian twist studio,Sanja,Queens,Astoria,40.75807,-73.91582,Entire home/apt,80,4,0,,2,0
19529,Beautiful cozy 3 bedrooms steps from Industry City,Lou,Brooklyn,Sunset Park,40.66214,-73.99511,Entire home/apt,172,1,34,2019-06-20,5,133
19530,Beautiful SoHo Luxury Apartment,Geoff,Manhattan,SoHo,40.7253,-73.99916,Entire home/apt,249,5,8,2016-11-26,1,0
19531,Chambre Privée près de Central Park,Juliette,Manhattan,Upper West Side,40.79788,-73.9618,Private room,60,7,1,2015-06-15,1,0
19532,"NEWLY-RENOVATED APARTMENT, 35 MINS FROM MANHATTAN",Stacy & Simon,Brooklyn,Cypress Hills,40.68935,-73.87254,Entire home/apt,150,30,0,,6,17
19533,TW #4 Private Rm 1st Fl. Full Size Bed 1 Guest,Sharon & Erika,Bronx,Schuylerville,40.83647,-73.83491,Private room,65,2,5,2019-06-01,5,183
19534,"Brooklyn - Bushwick/ Pool, Gym, Sauna, Rooftop.",Aponte & Tat,Brooklyn,Bushwick,40.69339,-73.90647,Private room,60,3,1,2019-06-21,3,72
19535,The Artist's House (with roof garden!),Tyler,Brooklyn,Prospect-Lefferts Gardens,40.65698,-73.95761,Private room,45,14,8,2019-06-09,4,31
19536,"1BR near Mt Sinai, Columbia, Cent Pk. Must See!",Zach,Manhattan,East Harlem,40.7972,-73.94749,Private room,45,28,1,2017-07-02,2,147
19537,Unique Private Suite,Edgar,Manhattan,Harlem,40.81141,-73.94051,Private room,135,3,7,2019-07-03,1,365
19538,Tasteful Bright Studio Loft in Historic Brownstone,David,Brooklyn,Bedford-Stuyvesant,40.6887,-73.92742,Entire home/apt,150,5,3,2019-03-15,1,24
19539,"Beautiful Private apartment, Sunset Park Brooklyn",Connie,Brooklyn,Sunset Park,40.64849,-74.00277,Entire home/apt,130,2,8,2019-06-30,1,19
19540,Furnished Bedroom w/Private Bath in BROOKLYN,Jennifer & Inam,Brooklyn,Crown Heights,40.67033,-73.96161,Private room,48,30,3,2019-05-15,1,136
19541,Sunny Studio Great View,Emanuel,Manhattan,East Harlem,40.78593,-73.94292,Entire home/apt,139,2,3,2019-04-11,1,74
19542,Private Room Near Q Train in Brooklyn,Cebile,Brooklyn,Sheepshead Bay,40.60765,-73.95392,Private room,65,1,4,2019-07-07,8,359
19543,Harlem Hideaway Guest Room,Dennis,Manhattan,Harlem,40.80421,-73.9502,Private room,160,3,10,2019-06-02,4,236
19544,Spacious Loft with Designer Layout,Brock,Brooklyn,Williamsburg,40.7124,-73.96342,Entire home/apt,260,2,15,2019-05-23,1,88
19545,Private Condo Room w Ground Level Entrance,Sharlene,Bronx,Longwood,40.81963,-73.90956,Private room,55,1,10,2019-05-31,1,310
19546,"Beautiful, quiet, light-filled 1-bdrm apt",Elias,Brooklyn,Williamsburg,40.71111,-73.96299,Entire home/apt,150,4,12,2018-11-30,1,5
19547,Cozy and spacious - rare for NYC!,Kestrel,Brooklyn,Bedford-Stuyvesant,40.68812,-73.94934,Private room,67,4,72,2016-12-26,3,0
19548,Upper East Side Spacious 2 Bedrooms,Helene,Manhattan,Upper East Side,40.77439,-73.94965,Entire home/apt,249,3,1,2016-07-19,1,0
19549,Bright Bedroom in NYC (30 min to Midtown + MoMa),Iara,Queens,Jackson Heights,40.75378,-73.8862,Private room,45,3,3,2019-06-24,2,132
19550,Amazing place Harlem (10 min walk Central Park),Roberto,Manhattan,Harlem,40.80666,-73.95691,Private room,90,6,4,2019-03-24,1,0
19551,large sunny pre war studio ,Velma,Brooklyn,Bedford-Stuyvesant,40.6847,-73.94523000000001,Entire home/apt,115,2,59,2019-06-08,5,337
19552,Sunlit BR+private bath in pristine Nolita loft,Nick,Manhattan,Chinatown,40.71835,-73.99641,Private room,130,2,2,2018-04-12,2,0
19553,East Village Studio Apartment,Cami,Manhattan,East Village,40.72504,-73.98326999999999,Entire home/apt,150,12,17,2019-01-09,1,0
19554,My Casa Ur Home Away From Home,Jhovana,Manhattan,East Village,40.72403,-73.97740999999999,Private room,90,4,72,2019-06-27,1,63
19555,"Location near Kissena Blvd. & Holly Ave., Flushing",Maverick,Queens,Flushing,40.74891,-73.82039,Private room,80,1,15,2019-05-01,1,288
19556,Bed in Family Home Near LGA Airport,Danielle,Queens,East Elmhurst,40.76389,-73.87155,Shared room,38,1,224,2019-07-06,5,80
19557,TheBlueHouse. EntireHome. BabyGrand. FreeParking.,Megan,Brooklyn,Cypress Hills,40.68012,-73.89338000000001,Entire home/apt,800,1,3,2018-08-15,1,362
19558,Spacious-Sleeps 2-Next to trains-Flex Chk In Times,475,Manhattan,Harlem,40.82428,-73.94854000000001,Private room,160,2,0,,4,180
19559,Cozy Private Bedroom - Williamsburg,Naomi,Brooklyn,Williamsburg,40.70806,-73.94224,Private room,60,3,1,2017-10-12,1,0
19560,"The SoHo Loft - Huge Penthouse - 1,200 sqft",Jean-Marie,Manhattan,SoHo,40.72162,-74.00414,Entire home/apt,499,2,63,2019-07-07,1,26
19561,Cute room with private rooftop near Central Park,Mansi,Manhattan,East Harlem,40.7908,-73.94491,Private room,99,1,6,2019-04-25,1,0
19562,"Discount! Mins to SOHO -Queen bed, spacious",Kandee,Manhattan,Lower East Side,40.71892,-73.99240999999999,Private room,150,1,51,2018-09-06,3,0
19563,1BD apartment with balcony on park,Rupert,Brooklyn,Fort Greene,40.69277,-73.97449,Entire home/apt,170,1,12,2016-10-16,1,0
19564,Peace of mind,Vic,Bronx,Morrisania,40.82995,-73.90342,Entire home/apt,50,1,0,,1,0
19565,Sunny Quiet Room In Harlem,Jerome,Manhattan,Harlem,40.8151,-73.95147,Private room,60,1,19,2018-10-22,1,356
19566,Clinton Hill + Free Coffee = #smile,Pepe,Brooklyn,Clinton Hill,40.68288,-73.96024,Private room,75,3,43,2019-05-20,2,365
19567,"Beautiful urban sanctuary in Park Slope, Brooklyn",Jac,Brooklyn,Park Slope,40.68057,-73.97721999999999,Entire home/apt,175,30,3,2019-05-18,1,321
19568,Cozy Private Room,Carol,Bronx,Williamsbridge,40.88016,-73.84923,Private room,43,28,15,2019-05-31,4,336
19569,Cozy&Central:EmpireState/Highline/Times Square,Simone,Manhattan,Chelsea,40.74924,-73.99784,Entire home/apt,165,3,58,2019-06-20,1,138
19570,Private room near Central Park and Subway!,George,Manhattan,East Harlem,40.79303,-73.94662,Private room,90,2,0,,1,0
19571,Modern 1 Bedroom in Dumbo / Vinegar Hill,John,Brooklyn,Vinegar Hill,40.70146,-73.98188,Entire home/apt,225,30,23,2019-06-11,1,268
19572,"SUNNY PRIVATE BEDROOM IN WILLIAMSBURG, BROOKLYN!",Tony,Brooklyn,Williamsburg,40.71216,-73.95968,Private room,75,4,3,2019-05-28,1,29
19573,"Luxury Two Bedroom Ground Floor, Walk-in Apartment",Nneka,Brooklyn,Bedford-Stuyvesant,40.68775,-73.92581,Entire home/apt,115,1,89,2019-06-20,1,278
19574,Cozy & Quaint,Krystle,Manhattan,East Harlem,40.79717,-73.93298,Entire home/apt,125,2,7,2016-01-09,1,0
19575,"Prívate room in Queens, NY",Lady,Queens,Corona,40.7394,-73.85526999999999,Private room,37,1,74,2019-06-30,1,135
19576,"South Slope Sunny 2 Bedroom, 2 bath",Robin,Brooklyn,Sunset Park,40.66226,-73.98956,Entire home/apt,125,2,11,2018-12-27,1,10
19577,The Chester Himes Room at Harlem Townhouse,René,Manhattan,Harlem,40.80926,-73.94979000000001,Private room,75,3,48,2019-06-19,4,9
19578,Renovated 2 Bedroom Williamsburg Dream Home,Greg And Amy,Brooklyn,Williamsburg,40.71026,-73.94744,Entire home/apt,145,3,43,2019-07-04,1,5
19579,Greenpoint Waterfront Loft,Maya,Brooklyn,Greenpoint,40.73049,-73.96115,Entire home/apt,185,3,228,2018-04-25,3,1
19580,Sunny Private Bedroom in Prime Williamsburg,Kristina,Brooklyn,Williamsburg,40.71258,-73.95976,Private room,150,3,43,2019-06-24,2,67
19581,NEW Perfect cozy 1 BDRM near JFK & Casino NYC LGA,Carlton,Queens,Jamaica,40.67379,-73.78187,Entire home/apt,150,1,75,2019-07-01,2,69
19582,ROOM AC WI-FI PARKING CABLE FOR 2,Mervin (Michael),Staten Island,West Brighton,40.63291,-74.11749,Private room,37,2,25,2018-09-01,3,306
19583,Delightful place to stay,Grand,Manhattan,Midtown,40.74771,-73.98873,Private room,115,1,2,2017-07-29,1,88
19584,Modern & Cozy Room in Elegant Apt in Astoria,Kirsten,Queens,Ditmars Steinway,40.77664,-73.90896,Private room,65,30,79,2019-04-07,2,0
19585,Near Yankee Stadium,Melinda,Bronx,Concourse,40.82913,-73.92236,Private room,50,1,7,2019-06-23,1,265
19586,Sunny Loft in Williamsburg 20mins into Manhattan!!,Jimmy,Brooklyn,Greenpoint,40.72558,-73.95706,Private room,68,1,55,2019-06-28,7,38
19587,BRIGHT BEAUTIFUL BROWNSTONE IN BROOKLYN,Amy,Brooklyn,Williamsburg,40.71792,-73.94171999999999,Entire home/apt,160,1,4,2019-01-20,1,49
19588,Private Comfortable Room near Subway,Sonia,Brooklyn,East New York,40.67595,-73.87964000000001,Private room,50,3,0,,2,23
19589,Hip Crown Heights 2 Bedroom!,Alexis,Brooklyn,Crown Heights,40.67294,-73.9581,Entire home/apt,113,1,3,2016-07-06,1,0
19590,Brand NEW & SIMPLE apt in quiet Chinatown,Mischa,Manhattan,Two Bridges,40.71136,-73.99391,Private room,110,3,1,2018-09-28,1,350
19591,"Brooklyn, Sundrenched & Peaceful",Gan,Brooklyn,Sunset Park,40.65168,-74.00178000000001,Entire home/apt,105,7,3,2016-01-06,1,0
19592,Nice & Cozy manhattan apartment,Prez,Manhattan,Harlem,40.80281,-73.94748,Entire home/apt,160,1,2,2018-10-28,1,10
19593,Sunlit Red Hook Pied-à-terre,Steve,Brooklyn,Red Hook,40.67849,-74.01178,Private room,85,2,66,2019-06-24,1,59
19594,Empire State Studio,Marlene,Manhattan,Midtown,40.74827,-73.98828,Entire home/apt,150,3,27,2019-07-06,1,320
19595,PLACE NEXT TO THE BEACH,Maria,Brooklyn,Brighton Beach,40.57569,-73.95891999999999,Private room,80,3,1,2018-09-30,1,178
19596,Beautiful 2BR on Riverside Park,Jim,Manhattan,Upper West Side,40.78283,-73.98396,Entire home/apt,450,3,1,2015-08-02,1,0
19597,"East Village Studio, Great Location",Jack,Manhattan,East Village,40.72699,-73.97969,Entire home/apt,179,4,213,2019-07-01,1,277
19598,Wonderful Private Room with Spacious Outdoor Patio,Ashley,Brooklyn,Williamsburg,40.716440000000006,-73.9433,Private room,60,2,5,2017-10-22,2,0
19599,Fort Greene Jewel,JoAnn,Brooklyn,Clinton Hill,40.68933,-73.96879,Entire home/apt,149,29,24,2019-04-23,1,3
19600,Mint 2 bedroom w rooftop terrace!,Rachel,Manhattan,Upper West Side,40.8037,-73.96803,Entire home/apt,374,1,31,2017-03-31,5,188
19601,"Accessible, large & stylish 2BR apt in Astoria!",Samantha,Queens,Astoria,40.76177,-73.91359,Entire home/apt,110,2,47,2019-07-07,2,0
19602,"E Flatbush! Cozy, 20 min walk to Dwnstate Hosp",Angela,Brooklyn,East Flatbush,40.64941,-73.93451,Private room,33,1,14,2019-07-06,3,37
19603,Cool town house,Mark,Brooklyn,Carroll Gardens,40.68254,-73.99207,Entire home/apt,450,4,11,2018-12-29,1,2
19604,Renovated 1 Bedroom apt in Bensonhurst- Sleeps 4,Lily,Brooklyn,Bensonhurst,40.60569,-73.99823,Entire home/apt,113,3,24,2019-06-18,2,96
19605,Chic + Relaxing Vibe + Close to Subway,Olivia,Brooklyn,Bedford-Stuyvesant,40.68221,-73.92614,Entire home/apt,112,3,43,2019-07-01,1,29
19606,NEW! Chic Designer Vanilla,Jack,Manhattan,Lower East Side,40.71461,-73.98755,Private room,89,4,4,2019-07-07,2,182
19607,Premium Times Sqr 2 Bed 2 Bath ~ Rooftop,David And Natalia,Manhattan,Hell's Kitchen,40.76102,-73.98874,Entire home/apt,399,5,21,2019-07-07,1,118
19608,Rose in Spanish Harlem,Willie,Manhattan,East Harlem,40.79132,-73.95083000000001,Private room,85,2,15,2019-06-04,2,224
19609,"Shared Place by Times Square, Theaters District.",Jacob,Manhattan,Hell's Kitchen,40.76405,-73.98695,Shared room,75,1,50,2019-06-11,7,225
19610,Industrial apartment in the heart of Bushwick,Monica,Brooklyn,Bushwick,40.69943,-73.93292,Entire home/apt,150,3,3,2018-12-07,1,0
19611,King Bedroom - Ideal for Business Travelers,Danny,Manhattan,Midtown,40.74585,-73.98236999999999,Private room,100,4,32,2019-06-26,2,174
19612,Cosy luxury studio for sublet on upper west side,Dearna,Manhattan,Upper West Side,40.77904,-73.98786,Entire home/apt,180,3,0,,1,0
19613,Cozy apt with washer dryer  in trendy Williamsburg,Vanessa,Brooklyn,Williamsburg,40.70689,-73.94996,Entire home/apt,73,30,1,2019-03-02,3,345
19614,Cute Chelsea Apartment - 1 BR - Amazing Location!,Mario,Manhattan,Chelsea,40.73977,-73.99938,Entire home/apt,190,12,5,2019-06-06,1,32
19615,"Cozy room, great area, near train",Rachel,Brooklyn,Williamsburg,40.71982,-73.94409,Private room,46,7,2,2016-08-07,1,0
19616,Cozy and Cute 1 bdrm in perfect Midtown location,Kate,Manhattan,Hell's Kitchen,40.76468,-73.9868,Entire home/apt,98,30,4,2018-02-02,1,0
19617,Luxury High Rise with Private Balcony,Daniel,Manhattan,Chelsea,40.74371,-73.99622,Entire home/apt,225,3,2,2019-05-30,1,33
19618,Thanksgivings - Upper East 1 bedroom,Moises,Manhattan,East Harlem,40.78639,-73.94869,Entire home/apt,108,3,1,2017-11-26,1,0
19619,Spacious family House in Old Neighborhood,Sveva,Brooklyn,Bay Ridge,40.63314,-74.02896,Entire home/apt,295,5,4,2019-04-27,1,19
19620,Modern: 5mins to train; 30min to Times-2 Bath (2),Eduardo,Queens,Jackson Heights,40.75295,-73.86465,Private room,37,2,66,2019-07-02,5,150
19621,Modern East Village Oasis,Rachel,Manhattan,East Village,40.72467,-73.98878,Entire home/apt,250,1,3,2019-05-27,1,0
19622,Cute bedroom in the East Village,Yana,Manhattan,East Village,40.72916,-73.97816,Private room,75,120,0,,1,173
19623,Large 2BR apartment in Astoria near Midtown + LGA,Rocio & James,Queens,Astoria,40.76207,-73.90541,Entire home/apt,149,2,47,2019-06-25,3,308
19624,A room for rest before you wander,Rebecca,Brooklyn,Crown Heights,40.6746,-73.9474,Entire home/apt,90,1,51,2019-07-07,1,2
19625,Executive room for professional.,Victoria,Manhattan,Midtown,40.7651,-73.97808,Private room,199,1,1,2019-04-29,2,350
19626,Charming & Bright East Village One Bedroom,April,Manhattan,East Village,40.72406,-73.98275,Entire home/apt,180,3,2,2018-07-08,1,0
19627,A True Gem.,Kamilah,Brooklyn,Prospect-Lefferts Gardens,40.6566,-73.96162,Entire home/apt,150,2,17,2019-05-19,1,336
19628,Room in Loft,Frida,Brooklyn,Williamsburg,40.70953,-73.92657,Private room,50,1,0,,1,0
19629,Spacious Artistic 1 Bedroom Loft & High Ceilings,Jonathan,Brooklyn,Williamsburg,40.70694,-73.94176,Private room,90,2,3,2019-04-07,1,0
19630,Amazing One bedroom step away from Time SQ/73C,Irina,Manhattan,Hell's Kitchen,40.76237,-73.99202,Entire home/apt,160,30,1,2019-05-18,20,332
19631,Beautiful Room in Bed-Stuy Apartment,Ashley,Brooklyn,Bedford-Stuyvesant,40.68527,-73.93924,Private room,35,2,1,2017-10-25,1,0
19632,Cozy Private Bedroom Upper East Side,Milena,Manhattan,Upper East Side,40.7668,-73.954,Private room,100,3,64,2019-06-25,2,275
19633,Bright and sunny 1 BR in the heart of UES,Florencia,Manhattan,Upper East Side,40.77842,-73.95903,Entire home/apt,150,3,1,2017-11-27,1,0
19634,Huge BR in Classic UWS Building W 70s,Kevin,Manhattan,Upper West Side,40.78012,-73.98279000000001,Private room,129,1,37,2019-07-01,4,59
19635,Private 1-Bedroom Apt in Townhouse,Alex,Brooklyn,Crown Heights,40.67086,-73.94872,Entire home/apt,100,30,15,2019-01-05,5,282
19636,Cozy 1 Bedroom Apartment In Great LES Location,Andrea,Manhattan,Lower East Side,40.72003,-73.98928000000001,Entire home/apt,180,4,23,2019-07-01,2,233
19637,LARGE Trendy Studio!!!,Lc,Brooklyn,Flatbush,40.64464,-73.96453000000001,Entire home/apt,100,3,3,2019-06-03,1,73
19638,"Spacious 1 bedroom apt in Chinatown, NYC",Conor,Manhattan,Chinatown,40.71483,-73.99287,Entire home/apt,92,7,9,2019-05-10,1,4
19639,Williamsburg Walk Up,Ben,Brooklyn,Williamsburg,40.7128,-73.94175,Entire home/apt,125,1,0,,1,0
19640,Your Home away from Home!,Fabian,Queens,Jamaica,40.6711,-73.76508000000001,Private room,61,1,58,2017-04-29,1,0
19641,Private room in a nice Brooklyn apartment,Abayomi,Brooklyn,Bushwick,40.69308,-73.91025,Private room,130,1,0,,1,83
19642,Amazing Room—Private Bath (100% LEGAL!),Matthew,Brooklyn,Greenpoint,40.73169,-73.9554,Private room,109,2,107,2019-06-24,1,269
19643,Stay in Clinton Hill sprout house!,Rachelle,Brooklyn,Clinton Hill,40.684540000000005,-73.96382,Private room,40,1,1,2015-06-07,1,0
19644,"Private Clinton Hill, Brooklyn Apt",Aaron,Brooklyn,Clinton Hill,40.68156,-73.96537,Entire home/apt,135,5,6,2019-06-24,1,317
19645,Stylish Queen Bed Room - Gowanus - Park Slope,Melissa,Brooklyn,Gowanus,40.6779,-73.98459,Private room,139,1,38,2019-07-07,17,337
19646,Williamsburg Secret Treasure with deck,Roberto,Brooklyn,Williamsburg,40.70766,-73.94739,Private room,60,3,6,2017-06-02,2,188
19647,Beautiful room close to Prospect Park,Maya,Brooklyn,Crown Heights,40.66828,-73.95340999999999,Private room,70,5,3,2019-05-31,1,9
19648,"Midtown Manhattan shared Apartment,Prime Location",Lexy,Manhattan,Chelsea,40.75133,-73.99671,Private room,99,1,77,2019-06-17,1,101
19649,Kid Friendly Central Park West Apt.,Suzette,Manhattan,Upper West Side,40.79753,-73.96211,Entire home/apt,250,1,88,2019-06-20,1,329
19650,Cozy bright apt with a touch of rustic charm -,Dawn,Brooklyn,Cobble Hill,40.68665,-73.99150999999999,Entire home/apt,250,2,23,2019-06-24,1,0
19651,Beautiful Studio Near Times Square ,Nastassia,Manhattan,Hell's Kitchen,40.76125,-73.99642,Entire home/apt,300,1,0,,1,0
19652,"5Star Super Convenient & Spacious BR, 1st Flr Apt",Walker,Brooklyn,Crown Heights,40.66925,-73.92663,Private room,65,2,81,2019-06-27,1,64
19653,Charming Bedroom in Cozy East Harlem Apartment,Xiomara,Manhattan,East Harlem,40.79822,-73.93468,Private room,70,2,25,2019-05-24,1,101
19654,Beautiful one bedroom home in Washington Heights,Emily,Manhattan,Washington Heights,40.8449,-73.94034,Private room,85,3,10,2019-01-01,1,362
19655,Beautiful Modern apt in Brooklyn,Howard,Brooklyn,Clinton Hill,40.68496,-73.96110999999999,Entire home/apt,165,4,37,2018-09-30,1,343
19656,Modern Skyscraper in the Upper Westside Manhattan,Shervin,Manhattan,Upper West Side,40.7751,-73.98148,Entire home/apt,300,2,15,2016-11-25,2,3
19657,Central Park & Met Museum 1 Bedroom Gem!,Richard,Manhattan,Upper East Side,40.77666,-73.95625,Entire home/apt,165,2,22,2018-01-02,1,0
19658,King Hotel Room at Wyndham Midtown 45 Resort,Joy,Manhattan,Midtown,40.75359,-73.97305,Private room,175,2,2,2019-05-12,1,1
19659,COLUMBIA PRESBYTERIAN MED CTR * 2 Bedroom Apt*,Juliana,Manhattan,Washington Heights,40.84245,-73.93918000000001,Entire home/apt,140,30,8,2019-06-17,34,312
19660,Luxury studio,Marie,Manhattan,Chelsea,40.74163,-73.99857,Entire home/apt,189,3,9,2019-05-13,1,0
19661,"Private, Modern, Garden Apt - Historic Ditmas Park",Hilary,Brooklyn,Flatbush,40.6417,-73.96554,Entire home/apt,150,4,18,2019-06-18,1,52
19662,"PRIVATE Room in Spacious, Quiet Apt",Agnes,Manhattan,Harlem,40.82537,-73.94391999999999,Private room,85,1,439,2019-07-05,2,238
19663,Comfy private room in Williamsburg,Mike,Brooklyn,Williamsburg,40.71347,-73.96452,Private room,85,3,99,2019-06-13,1,19
19664,Modern Elegance on the Upper East Side,Ash,Manhattan,Upper East Side,40.76776,-73.95214,Entire home/apt,220,3,3,2019-04-09,1,0
19665,Spacious Bedroom in Ridgewood! 3L-4,Nina,Queens,Ridgewood,40.70175,-73.90552,Private room,45,30,0,,8,340
19666,NYC West Village Charming 2 Bedroom APT,Darlene,Manhattan,West Village,40.73558,-74.00492,Entire home/apt,550,3,0,,1,353
19667,Most desired EastVillage retreat,Tania,Manhattan,East Village,40.72781,-73.98398,Private room,99,2,78,2019-06-20,1,363
19668,"Beautiful, family friendly place with great views",Jonathan,Brooklyn,Columbia St,40.68356,-74.00301,Entire home/apt,144,1,11,2018-09-03,1,0
19669,"Quaint, beautiful studio Brooklyn",Rachel,Brooklyn,Carroll Gardens,40.68468,-73.99145,Entire home/apt,150,3,94,2019-07-01,3,250
19670,Private Room/Bath in Modern Williamsburg Apt.,Sol,Brooklyn,Williamsburg,40.71848,-73.95817,Private room,80,7,11,2019-05-04,1,0
19671,2BD Mid-Century Union Sq Brownstone/ Gramercy Park,Colette,Manhattan,Gramercy,40.73947,-73.9847,Entire home/apt,400,4,7,2019-05-27,1,64
19672,Artist's Room in Bushwick,Angel,Brooklyn,Bedford-Stuyvesant,40.68742,-73.92198,Private room,90,1,0,,1,0
19673,Beach House,V Joe,Queens,Arverne,40.59082,-73.80328,Entire home/apt,275,2,24,2019-06-23,1,335
19674,Welcome to my Lovely Studio.,Denny,Bronx,Tremont,40.8474,-73.89612,Shared room,50,1,7,2019-05-19,1,158
19675,【ｱｸｾｽ抜群】空港10分･ﾏﾝﾊｯﾀﾝ10分!駅徒歩5分の好立地なお部屋です,Hiroko,Queens,Elmhurst,40.7466,-73.88812,Private room,80,2,8,2017-10-14,1,0
